buildingid X Y Z
818 1253.22 1125.21 102
818 1253.01 1113.12 102
818 1238.94 1113.35 102
818 1238.76 1109.91 102
818 1230.11 1110.23 102
818 1230.29 1113.56 102
818 1218.88 1113.72 102
818 1219.09 1125.8 102
818 1230.79 1125.63 102
818 1231.01 1130.51 102
818 1239.65 1130.19 102
819 1304.85 1117.42 102
819 1295.63 1117.53 102
819 1292.3 1117.61 102
819 1292.44 1123.26 102
819 1287.22 1123.39 102
819 1287.48 1133.81 102
819 1297.94 1133.56 102
819 1298.1 1136.22 102
819 1310.82 1135.36 102
819 1310.67 1133.36 102
819 1318.28 1133.18 102
819 1317.93 1119.55 102
819 1309.47 1119.75 102
819 1309.41 1117.31 102
819 1304.85 1117.42 102
820 1292.64 1071.02 5
820 1293.44 1083.65 5
820 1295.63 1117.53 5
820 1304.85 1117.42 5
820 1302.45 1079.1 5
820 1317.55 1078.19 5
820 1316.61 1063.57 5
820 1292.3 1065.04 5
820 1292.64 1071.02 5
821 1293.44 1083.65 102
821 1292.64 1071.02 102
821 1287.78 1070.58 102
821 1287.63 1068.26 102
821 1275.09 1068.89 102
821 1275.25 1071.33 102
821 1271.73 1071.52 102
821 1263.85 1072.05 102
821 1264.67 1085.45 102
821 1272.07 1084.94 102
821 1275.87 1084.73 102
821 1276.01 1086.62 102
821 1288.55 1085.98 102
821 1288.41 1083.99 102
821 1293.44 1083.65 102
822 1353.79 1288.81 9
822 1374.9 1307.59 9
822 1376.68 1306.44 9
822 1373.01 1285.46 9
822 1353.79 1288.81 9
823 1347.93 1249.02 96
823 1332.16 1249.41 96
823 1331.84 1255.51 96
823 1320.62 1255.78 96
823 1320.45 1271.54 96
823 1334.24 1271.65 96
823 1334.15 1268.1 96
823 1344.88 1267.4 96
823 1344.99 1271.94 96
823 1351.55 1271.78 96
823 1354.31 1271.72 96
823 1354.88 1271.7 96
823 1358.58 1271.61 96
823 1360.29 1271.57 96
823 1359.38 1257.84 96
823 1348.72 1257.66 96
823 1347.93 1249.02 96
824 1368.67 1279.24 9
824 1367.79 1274.83 9
824 1367.24 1271.62 9
824 1358.91 1273.16 9
824 1358.58 1271.61 9
824 1354.88 1271.7 9
824 1354.31 1271.72 9
824 1351.55 1271.78 9
824 1353.43 1282.05 9
824 1368.67 1279.24 9
825 1346.54 1242.74 9
825 1359.58 1239.54 9
825 1355.86 1224.1 9
825 1353.21 1224.72 9
825 1351.41 1217.22 9
825 1335.05 1221.17 9
825 1331.94 1222.02 9
825 1333.61 1227.86 9
825 1336.53 1227.01 9
825 1338.87 1236.71 9
825 1341.99 1235.97 9
825 1343.79 1243.36 9
825 1346.54 1242.74 9
826 1351.41 1217.22 9
826 1353.21 1224.72 9
826 1355.86 1224.1 9
826 1359.58 1239.54 9
826 1346.54 1242.74 9
826 1347.93 1249.02 9
826 1348.72 1257.66 9
826 1359.38 1257.84 9
826 1360.29 1271.57 9
826 1358.58 1271.61 9
826 1358.91 1273.16 9
826 1367.24 1271.62 9
826 1367.79 1274.83 9
826 1368.67 1279.24 9
826 1372.45 1278.49 9
826 1358.32 1219.94 9
826 1351.41 1217.22 9
827 1397.73 1161.43 6
827 1390.1 1130.56 6
827 1360.99 1137.7 6
827 1368.62 1168.56 6
827 1397.73 1161.43 6
828 1364.96 1159.11 5
828 1358.83 1138.63 5
828 1341.27 1143.83 5
828 1347.4 1164.31 5
828 1364.96 1159.11 5
829 1358.38 1079.76 5
829 1355.56 1050.99 5
829 1337.63 1052.75 5
829 1340.45 1081.52 5
829 1358.38 1079.76 5
830 1386.58 1130.31 6
830 1377.16 1096.6 6
830 1338.45 1107.3 6
830 1334.27 1115.27 6
830 1341.91 1142.7 6
830 1386.58 1130.31 6
831 1215.84 1072.42 102
831 1215.67 1069.43 102
831 1226.6 1069.28 102
831 1226.51 1058.3 102
831 1215.01 1058.47 102
831 1214.7 1053.81 102
831 1205.3 1054.37 102
831 1205.59 1058.47 102
831 1193.14 1058.66 102
831 1193.23 1069.63 102
831 1206.26 1069.54 102
831 1206.44 1072.98 102
831 1215.84 1072.42 102
832 1182.18 1042.5 5
832 1176.02 1028.67 5
832 1168.69 1031.95 5
832 1174.84 1045.78 5
832 1182.18 1042.5 5
833 1201.87 1035.15 5
833 1198.87 1025.8 5
833 1179.82 1031.91 5
833 1182.81 1041.27 5
833 1201.87 1035.15 5
834 1289.21 954.32 5
834 1286.49 944.73 5
834 1276.39 947.64 5
834 1274.72 941.69 5
834 1263.1 944.96 5
834 1267.39 960.38 5
834 1289.21 954.32 5
835 1273.42 939.17 5
835 1270.94 927.69 5
835 1259.87 930.06 5
835 1262.35 941.54 5
835 1273.42 939.17 5
836 1264.53 1391.56 5
836 1256.65 1373.23 5
836 1249.12 1376.41 5
836 1257.01 1394.74 5
836 1264.53 1391.56 5
837 1277.19 1395.58 5
837 1272.41 1383.38 5
837 1267.13 1385.4 5
837 1271.91 1397.59 5
837 1277.19 1395.58 5
838 1446.34 1060.89 45
838 1437.68 1060.66 45
838 1436.93 1072.32 45
838 1446.64 1072.53 45
838 1508.84 1073.02 45
838 1509.1 1060.82 45
838 1446.34 1060.89 45
839 1548.29 1098.79 45
839 1502.38 1099.46 45
839 1502.66 1110.65 45
839 1547.54 1110.45 45
839 1548.29 1098.79 45
840 1447.55 1108.55 45
840 1442.99 1108.66 45
840 1442.24 1120.32 45
840 1447.85 1120.63 45
840 1489.71 1121.17 45
840 1489.86 1108.41 45
840 1447.55 1108.55 45
841 1552.27 1158.57 45
841 1552.53 1146.37 45
841 1506.65 1148.04 45
841 1506.94 1159.67 45
841 1552.27 1158.57 45
842 1448.75 1156.09 45
842 1446.76 1156.14 45
842 1447.07 1168.33 45
842 1449.06 1168.28 45
842 1493.93 1167.64 45
842 1495.15 1155.97 45
842 1448.75 1156.09 45
843 1547.7 1271.01 90
843 1555.76 1266.16 90
843 1554.18 1263.76 90
843 1567.71 1257.33 90
843 1568.81 1259.74 90
843 1576.9 1256 90
843 1575.3 1253.04 90
843 1584.32 1248.72 90
843 1577.92 1236.24 90
843 1533.11 1258.17 90
843 1538.49 1271.24 90
843 1546.57 1267.49 90
843 1547.7 1271.01 90
844 1485.71 1207.43 45
844 1454.14 1207.2 45
844 1453.37 1218.3 45
844 1453.47 1222.4 45
844 1485.62 1222.62 45
844 1485.49 1217.52 45
844 1485.71 1207.43 45
845 1471.78 1299.47 90
845 1482.88 1294.66 90
845 1484.5 1298.61 90
845 1491.53 1294.45 90
845 1490.39 1290.93 90
845 1509.56 1281.81 90
845 1511.18 1285.76 90
845 1518.22 1282.04 90
845 1516.61 1278.54 90
845 1526.66 1273.74 90
845 1521.19 1260.24 90
845 1465.84 1286.42 90
845 1471.78 1299.47 90
846 1554.14 1138.35 5
846 1552.92 1120.52 5
846 1549.51 1120.72 5
846 1550.81 1138.54 5
846 1554.14 1138.35 5
847 1513.21 1042.75 18
847 1512.78 1029.57 18
847 1473.82 1030.73 18
847 1473.38 1016.99 18
847 1446.1 1017.76 18
847 1446.23 1022.86 18
847 1437.48 1022.73 18
847 1437.4 1030.61 18
847 1446.53 1030.72 18
847 1446.63 1034.6 18
847 1441.97 1034.71 18
847 1442.32 1044.91 18
847 1513.21 1042.75 18
848 1475.16 1001.09 18
848 1474.79 990.23 18
848 1431.65 991.6 18
848 1432.38 1012.88 18
848 1479.7 1011.29 18
848 1479.34 1000.99 18
848 1475.16 1001.09 18
849 1459.26 955.34 6
849 1428.18 955.97 6
849 1428.58 975.26 6
849 1437.7 975.04 6
849 1437.87 981.8 6
849 1459.83 981.39 6
849 1459.26 955.34 6
850 1531.91 1079.23 5
850 1531.08 1061.5 5
850 1519.87 1062 5
850 1520.7 1079.72 5
850 1531.91 1079.23 5
851 1519.15 1078.32 5
851 1518.38 1062.92 5
851 1512.2 1063.18 5
851 1512.97 1078.58 5
851 1519.15 1078.32 5
852 1471.03 1258.68 6
852 1468.65 1239.78 6
852 1467.6 1231.82 6
852 1458.02 1233.05 6
852 1463.36 1274.62 6
852 1472.93 1273.39 6
852 1471.03 1258.68 6
853 1468.65 1239.78 6
853 1471.03 1258.68 6
853 1481.17 1257.22 6
853 1478.51 1238.32 6
853 1468.65 1239.78 6
854 1579.46 1222.23 6
854 1571.57 1203.35 6
854 1567.62 1204.99 6
854 1575.51 1223.88 6
854 1579.46 1222.23 6
855 1514.77 1374.72 5
855 1513.94 1372.3 5
855 1493.85 1382.33 5
855 1494.52 1390.08 5
855 1551.52 1414.19 5
855 1560.12 1412.32 5
855 1553.9 1384.19 5
855 1535.07 1391.64 5
855 1517.25 1382.65 5
855 1514.77 1374.72 5
856 1739.83 1157 105
856 1732.72 1142.75 105
856 1721.74 1148.23 105
856 1699.49 1159.42 105
856 1706.6 1173.66 105
856 1718.33 1167.83 105
856 1720.64 1172.32 105
856 1730.96 1167.08 105
856 1728.66 1162.59 105
856 1739.83 1157 105
857 1711.57 1081.07 6
857 1708.52 1054.42 6
857 1667.85 1055.52 6
857 1667.99 1068.6 6
857 1673.99 1068.9 6
857 1673.88 1083.21 6
857 1711.57 1081.07 6
858 1712.4 1094.91 6
858 1708.98 1095.1 6
858 1709.2 1099.98 6
858 1694.77 1100.77 6
858 1721.74 1148.23 6
858 1732.72 1142.75 6
858 1739.83 1157 6
858 1743.98 1155.45 6
858 1721.98 1097.89 6
858 1712.4 1094.91 6
859 1677.69 944.74 6
859 1668.39 945.18 6
859 1670.4 1006.01 6
859 1689.78 1005.42 6
859 1687.77 944.6 6
859 1677.69 944.74 6
860 1677.69 944.74 105
860 1676.95 930.23 105
860 1671.72 930.47 105
860 1671.97 936.56 105
860 1667.89 936.66 105
860 1668.39 945.18 105
860 1677.69 944.74 105
861 1605.18 919.88 105
861 1605.16 911.34 105
861 1605.08 908.46 105
861 1543.87 909.17 105
861 1544.05 923.91 105
861 1550.99 923.85 105
861 1551.05 926.4 105
861 1557.8 926.24 105
861 1557.74 923.8 105
861 1570.48 923.6 105
861 1570.5 928.15 105
861 1578.96 928.06 105
861 1578.94 923.51 105
861 1590.15 923.35 105
861 1590.21 925.46 105
861 1596.95 925.29 105
861 1596.9 923.3 105
861 1605.27 923.21 105
861 1605.18 919.88 105
862 1637.5 919.54 6
862 1617.64 919.8 6
862 1618.27 929.66 6
862 1638.01 928.51 6
862 1637.5 919.54 6
863 1543.87 909.17 6
863 1528.56 909.31 6
863 1528.74 924.06 6
863 1544.05 923.91 6
863 1543.87 909.17 6
864 1643.78 915.95 6
864 1643.94 910.96 6
864 1605.16 911.34 6
864 1605.18 919.88 6
864 1617.64 919.8 6
864 1637.5 919.54 6
864 1644.06 919.49 6
864 1643.78 915.95 6
865 1528.33 941.48 5
865 1483.46 942.11 5
865 1483.66 957.41 5
865 1528.53 956.77 5
865 1528.33 941.48 5
866 1514.77 1374.72 5
866 1548.75 1357.37 5
866 1543.44 1331.66 5
866 1491.33 1354.33 5
866 1493.85 1382.33 5
866 1513.94 1372.3 5
866 1514.77 1374.72 5
867 1373.06 976.04 5
867 1369.65 950.06 5
867 1358.65 951.43 5
867 1363.38 987.81 5
867 1370.39 986.86 5
867 1369.08 976.58 5
867 1373.06 976.04 5
868 1366.16 943.93 5
868 1364.92 932.32 5
868 1348.42 934.05 5
868 1349.66 945.66 5
868 1366.16 943.93 5
869 1438.74 907.26 5
869 1438.1 896.74 5
869 1425.37 897.49 5
869 1426.02 908.01 5
869 1438.74 907.26 5
870 1570.88 755.27 5
870 1559.45 754.77 5
870 1558.81 770.75 5
870 1570.24 771.25 5
870 1570.88 755.27 5
871 1540.54 475.67 81
871 1540.14 467.25 81
871 1503.1 469.02 81
871 1503.84 483.31 81
871 1540.88 481.54 81
871 1540.54 475.67 81
872 1540.14 467.25 81
872 1540.54 475.67 81
872 1575.89 474.83 81
872 1575.54 460.54 81
872 1540.19 461.38 81
872 1540.14 467.25 81
873 1547.32 650.6 5
873 1547.09 641.63 5
873 1522.19 642.33 5
873 1522.42 651.31 5
873 1547.32 650.6 5
874 1661.67 604.17 5
874 1661.86 611.49 5
874 1673.53 610.54 5
874 1672.97 603.24 5
874 1661.67 604.17 5
875 1386.35 507.82 5
875 1386.75 489.62 5
875 1364.68 489.15 5
875 1364.48 496.58 5
875 1362.39 496.52 5
875 1362.18 507.28 5
875 1386.35 507.82 5
876 1393.76 575.63 5
876 1389.55 559.65 5
876 1380.39 562.08 5
876 1384.6 578.07 5
876 1393.76 575.63 5
877 1422.59 655.79 5
877 1411.84 621.34 5
877 1392.59 627.34 5
877 1403.34 661.8 5
877 1422.59 655.79 5
878 1441.8 599 5
878 1439.9 591.39 5
878 1428.93 594.09 5
878 1430.84 601.7 5
878 1441.8 599 5
879 1402.2 597.5 5
879 1398.21 582.4 5
879 1373.36 588.87 5
879 1377.35 603.97 5
879 1402.2 597.5 5
880 1042.64 1075.34 5
880 1008.29 1074.72 5
880 1008.15 1084.15 5
880 1042.5 1084.77 5
880 1042.64 1075.34 5
881 1003.58 1080.15 5
881 1002.48 1070.53 5
881 984.18 1072.52 5
881 985.28 1082.14 5
881 1003.58 1080.15 5
882 1098.23 1107.29 5
882 1045.44 1107 5
882 1045.43 1113.99 5
882 1098.22 1114.28 5
882 1098.23 1107.29 5
883 1042.2 1106.52 5
883 1034.86 1105.92 5
883 1033.69 1119.93 5
883 1041.03 1120.53 5
883 1042.2 1106.52 5
884 1086.7 1143.95 6
884 1083.7 1134.26 6
884 1065.49 1139.91 6
884 1068.49 1149.6 6
884 1086.7 1143.95 6
885 1422.81 433.43 5
885 1418.25 433.43 5
885 1418.29 434.98 5
885 1419.05 454.26 5
885 1419.34 461.9 5
885 1427.71 461.93 5
885 1427.41 453.62 5
885 1427 441.1 5
885 1423.55 440.18 5
885 1422.94 434.87 5
885 1422.81 433.43 5
886 1295.69 1180.19 5
886 1296.21 1193.05 5
886 1270.85 1201.64 5
886 1273.73 1210.22 5
886 1298.71 1201.75 5
886 1303.38 1201.97 5
886 1304.27 1180.87 5
886 1295.69 1180.19 5
887 615.49 1453.67 5
887 605.64 1447.69 5
887 599.61 1457.6 5
887 610.61 1463.67 5
887 615.49 1453.67 5
888 1421.43 1316.33 9
888 1418.45 1292.67 9
888 1397.79 1295.28 9
888 1400.77 1318.94 9
888 1421.43 1316.33 9
889 1680.01 705.4 6
889 1679.62 686.34 6
889 1697.78 686.02 6
889 1697.56 673.71 6
889 1671.9 674.11 6
889 1672.5 705.59 6
889 1680.01 705.4 6
890 1200.45 1286.97 5
890 1196.38 1276.31 5
890 1183.47 1281.17 5
890 1187.55 1291.83 5
890 1200.45 1286.97 5
891 1178.91 1273.73 5
891 1176.48 1268.02 5
891 1164.35 1273.09 5
891 1166.77 1278.8 5
891 1178.91 1273.73 5
892 1085.18 1353.86 5
892 1076.7 1349.52 5
892 1062.02 1377.93 5
892 1070.5 1382.28 5
892 1085.18 1353.86 5
893 1097.78 1318.06 5
893 1093.28 1313.07 5
893 1088.17 1317.74 5
893 1092.67 1322.73 5
893 1097.78 1318.06 5
894 1084.4 1251.94 5
894 1080.09 1246.94 5
894 1072.19 1253.9 5
894 1076.59 1258.89 5
894 1084.4 1251.94 5
895 1128.49 1253.98 5
895 1124.23 1247.32 5
895 1120.77 1249.62 5
895 1124.93 1256.18 5
895 1128.49 1253.98 5
896 988.03 1265.12 5
896 981.59 1258.73 5
896 966.84 1273.51 5
896 973.28 1279.9 5
896 988.03 1265.12 5
897 971.35 1267.52 5
897 965.67 1261 5
897 960.36 1265.56 5
897 966.05 1272.08 5
897 971.35 1267.52 5
898 1071.4 1286.42 5
898 1064.12 1280.6 5
898 1060.43 1285.24 5
898 1067.8 1290.94 5
898 1071.4 1286.42 5
899 1073.15 1250.66 5
899 1062.01 1238.94 5
899 1054.4 1246.22 5
899 1065.54 1257.94 5
899 1073.15 1250.66 5
900 1060.68 1392.5 5
900 1044.16 1386.24 5
900 1042.21 1391.61 5
900 1058.62 1397.76 5
900 1060.68 1392.5 5
901 1050.15 1359.92 5
901 1039.15 1353.75 5
901 1032.7 1365.33 5
901 1052.18 1376.17 5
901 1056.82 1367.85 5
901 1048.43 1363.06 5
901 1050.15 1359.92 5
902 923.33 1526.16 5
902 919.22 1517.72 5
902 907.76 1523.21 5
902 911.88 1531.76 5
902 923.33 1526.16 5
903 1022.38 1472.07 5
903 1018.88 1465.28 5
903 993.44 1478.43 5
903 996.94 1485.22 5
903 1022.38 1472.07 5
904 1204.08 1795.06 15
904 1199.3 1786.52 15
904 1192.92 1790.01 15
904 1184.86 1794.53 15
904 1189.74 1803.17 15
904 1204.08 1795.06 15
905 1193.72 1753.61 6
905 1180.85 1760.03 6
905 1178.41 1761.31 6
905 1183.62 1771.6 6
905 1190.28 1768.11 6
905 1194.97 1776.98 6
905 1188.12 1780.59 6
905 1192.92 1790.01 6
905 1199.3 1786.52 6
905 1204.08 1795.06 6
905 1205.77 1798.12 6
905 1214.13 1793.92 6
905 1193.72 1753.61 6
906 1178.13 1757.54 15
906 1170.2 1748.75 15
906 1120.94 1793.76 15
906 1128.46 1801.79 15
906 1178.13 1757.54 15
907 1193.72 1753.61 6
907 1189.54 1746.17 6
907 1175.53 1745.19 6
907 1170.2 1748.75 6
907 1178.13 1757.54 6
907 1180.85 1760.03 6
907 1193.72 1753.61 6
908 1518.32 1210.85 90
908 1517.85 1207.42 90
908 1532.35 1205.63 90
908 1532.82 1209.06 90
908 1541.82 1207.84 90
908 1541.36 1204.52 90
908 1549.42 1203.55 90
908 1547.64 1189.51 90
908 1497.96 1195.6 90
908 1499.65 1209.64 90
908 1508.85 1208.53 90
908 1509.32 1212.07 90
908 1518.32 1210.85 90
909 516.08 1441.6 5
909 472.86 1436.62 5
909 472.18 1443.29 5
909 515.39 1448.17 5
909 516.08 1441.6 5
910 489.37 1423.69 5
910 476.38 1421.66 5
910 475.08 1430.24 5
910 488.07 1432.27 5
910 489.37 1423.69 5
911 735.97 1166.4 5
911 710.34 1153.46 5
911 704.27 1165.48 5
911 729.99 1178.3 5
911 735.97 1166.4 5
912 1135.29 862.7 5
912 1132.99 850.56 5
912 1127.69 851.57 5
912 1129.99 863.72 5
912 1135.29 862.7 5
913 931.04 853.11 45
913 924.56 852.7 45
913 924.88 846.48 45
913 916.79 846.01 45
913 916.3 853.12 45
913 913.06 852.98 45
913 912.47 863.53 45
913 930.38 864.55 45
913 931.04 853.11 45
914 930.3 883.64 45
914 918.28 882.37 45
914 917.44 890.6 45
914 929.36 891.87 45
914 930.3 883.64 45
915 1459.86 836 9
915 1459.78 825.25 9
915 1452.83 825.3 9
915 1452.79 819.76 9
915 1443.47 819.87 9
915 1443.53 829.63 9
915 1440.87 829.69 9
915 1440.94 836.12 9
915 1459.86 836 9
916 1432.86 836.2 9
916 1432.79 829.77 9
916 1427.75 829.78 9
916 1427.62 820.91 9
916 1418.68 821.02 9
916 1418.73 830.44 9
916 1413.03 830.47 9
916 1413.08 836.34 9
916 1432.86 836.2 9
917 812.14 998.48 12
917 811.5 988.07 12
917 787.85 989.4 12
917 787.52 983.97 12
917 779.26 984.39 12
917 780.14 1000.35 12
917 812.14 998.48 12
918 834.95 1696.59 5
918 818.37 1691.34 5
918 815.81 1699.39 5
918 832.39 1704.64 5
918 834.95 1696.59 5
919 825.01 1705.93 5
919 812.84 1702.12 5
919 810.9 1708.27 5
919 823.07 1712.08 5
919 825.01 1705.93 5
920 824.4 1722.92 5
920 812.61 1719.21 5
920 809.17 1730.06 5
920 820.96 1733.76 5
920 824.4 1722.92 5
921 816.38 1710.69 5
921 809.58 1708.53 5
921 807.11 1716.24 5
921 813.92 1718.4 5
921 816.38 1710.69 5
922 1632.54 1316.96 90
922 1648.79 1308.8 90
922 1651.04 1307.64 90
922 1643.83 1293.4 90
922 1603.37 1313.79 90
922 1610.57 1328.03 90
922 1616.67 1324.89 90
922 1619.48 1330.36 90
922 1624.64 1327.8 90
922 1621.84 1322.32 90
922 1632.54 1316.96 90
923 1836.36 771.45 5
923 1825.45 768.39 5
923 1822.92 777.44 5
923 1833.83 780.5 5
923 1836.36 771.45 5
924 1836.36 771.45 5
924 1833.83 780.5 5
924 1848.67 784.57 5
924 1851.2 775.52 5
924 1836.36 771.45 5
925 1844.26 756.74 5
925 1830.19 752.87 5
925 1826.7 765.26 5
925 1840.78 769.24 5
925 1844.26 756.74 5
926 1844.26 756.74 5
926 1840.78 769.24 5
926 1850.16 771.78 5
926 1853.65 759.39 5
926 1844.26 756.74 5
927 1799.98 761.26 5
927 1798.54 771.82 5
927 1816.85 774.15 5
927 1818.2 763.58 5
927 1799.98 761.26 5
928 1799.98 761.26 5
928 1781.57 758.93 5
928 1780.22 769.5 5
928 1798.54 771.82 5
928 1799.98 761.26 5
929 1797 745.03 5
929 1785.17 743.21 5
929 1783.62 753.45 5
929 1795.45 755.27 5
929 1797 745.03 5
930 1797 745.03 5
930 1795.45 755.27 5
930 1804.24 756.61 5
930 1805.78 746.37 5
930 1797 745.03 5
931 1803.17 733.13 5
931 1791.71 731.41 5
931 1790.09 742.32 5
931 1801.54 744.03 5
931 1803.17 733.13 5
932 1819.83 749.35 5
932 1806.85 747.34 5
932 1805.87 753.68 5
932 1810.36 754.35 5
932 1809.79 758.13 5
932 1818.28 759.48 5
932 1819.83 749.35 5
933 1815.41 736.27 5
933 1804.54 734.65 5
933 1802.99 744.88 5
933 1813.87 746.61 5
933 1815.41 736.27 5
934 1815.41 736.27 5
934 1813.87 746.61 5
934 1823.51 748.04 5
934 1825.06 737.8 5
934 1815.41 736.27 5
935 1773.69 770.65 5
935 1772.62 784.76 5
935 1781.96 785.42 5
935 1782.93 771.32 5
935 1773.69 770.65 5
936 1773.69 770.65 5
936 1764.84 770.09 5
936 1763.86 784.2 5
936 1772.62 784.76 5
936 1773.69 770.65 5
937 1803.51 630.01 5
937 1783.88 628.27 5
937 1783.3 635.16 5
937 1802.92 636.9 5
937 1803.51 630.01 5
938 1783.88 628.27 5
938 1803.51 630.01 5
938 1804.33 621.01 5
938 1784.7 619.27 5
938 1783.88 628.27 5
939 1815.97 622.73 5
939 1805.11 621.77 5
939 1803.78 636.99 5
939 1814.64 637.95 5
939 1815.97 622.73 5
940 1833.76 627.17 5
940 1824.35 623.3 5
940 1818.17 638.42 5
940 1827.59 642.29 5
940 1833.76 627.17 5
941 1837.57 619.65 5
941 1824.98 614.41 5
941 1822.29 620.8 5
941 1834.88 626.04 5
941 1837.57 619.65 5
942 1809.03 615.14 5
942 1787.99 613.87 5
942 1787.73 618.87 5
942 1808.68 620.02 5
942 1809.03 615.14 5
943 1809.03 615.14 5
943 1808.68 620.02 5
943 1818.87 620.66 5
943 1819.12 615.67 5
943 1809.03 615.14 5
944 1804.68 638.52 9
944 1784.86 637.01 9
944 1783.86 649.78 9
944 1803.67 651.3 9
944 1804.68 638.52 9
945 1839.93 645.31 5
945 1829.36 644.57 5
945 1828.6 656.01 5
945 1839.17 656.75 5
945 1839.93 645.31 5
946 1839.93 645.31 5
946 1839.17 656.75 5
946 1848.4 657.3 5
946 1849.16 645.86 5
946 1839.93 645.31 5
947 1829.36 644.57 5
947 1820.12 644.02 5
947 1819.36 655.46 5
947 1828.6 656.01 5
947 1829.36 644.57 5
948 1820.12 644.02 5
948 1809.55 643.28 5
948 1808.79 654.72 5
948 1819.36 655.46 5
948 1820.12 644.02 5
949 1858.83 652.28 5
949 1850.35 651.71 5
949 1849.72 660.59 5
949 1858.2 661.16 5
949 1858.83 652.28 5
950 1850.35 651.71 5
950 1858.83 652.28 5
950 1859.24 645.95 5
950 1850.77 645.38 5
950 1850.35 651.71 5
951 1876.75 650.62 5
951 1868.85 650.15 5
951 1868.23 659.59 5
951 1876.14 660.06 5
951 1876.75 650.62 5
952 1845.87 639.74 5
952 1839.29 638.9 5
952 1835.95 638.43 5
952 1835.39 642.54 5
952 1853.03 644.77 5
952 1853.59 640.66 5
952 1845.87 639.74 5
953 1839.29 638.9 5
953 1845.87 639.74 5
953 1847.48 628.06 5
953 1840.9 627.22 5
953 1839.29 638.9 5
954 1854.62 639.97 5
954 1862.82 640.98 5
954 1864.26 630.08 5
954 1848.33 628.03 5
954 1846.9 638.93 5
954 1854.62 639.97 5
955 1862.82 640.98 5
955 1854.62 639.97 5
955 1854.22 643.08 5
955 1862.43 644.1 5
955 1862.82 640.98 5
956 1851.04 622.43 5
956 1842.92 620.85 5
956 1841.91 626.09 5
956 1850.03 627.66 5
956 1851.04 622.43 5
957 1843.2 590.58 5
957 1838.5 611.2 5
957 1837.89 613.66 5
957 1845.35 615.36 5
957 1850.66 592.28 5
957 1843.2 590.58 5
958 1843.2 590.58 5
958 1837.09 589.18 5
958 1832.38 609.8 5
958 1838.5 611.2 5
958 1843.2 590.58 5
959 1893.47 717.84 5
959 1885.17 716.71 5
959 1884.04 724.61 5
959 1892.34 725.74 5
959 1893.47 717.84 5
960 1894.12 698.2 5
960 1885.82 697.07 5
960 1884.27 707.42 5
960 1892.57 708.55 5
960 1894.12 698.2 5
961 1881.18 686.76 15
961 1872.43 686.31 15
961 1871.24 707.18 15
961 1880 707.63 15
961 1881.18 686.76 15
962 1884.38 681.47 18
962 1885.04 669.93 18
962 1885.23 666.27 18
962 1869.52 665.43 18
962 1868.41 685.41 18
962 1884.12 686.25 18
962 1884.38 681.47 18
963 1885.04 669.93 5
963 1884.38 681.47 5
963 1898.28 682.24 5
963 1898.94 670.7 5
963 1885.04 669.93 5
964 1888.73 654.32 5
964 1885.39 653.73 5
964 1883.81 662.75 5
964 1887.15 663.34 5
964 1888.73 654.32 5
965 1844.3 690.55 5
965 1844.95 701.07 5
965 1854.44 700.5 5
965 1853.79 689.98 5
965 1844.3 690.55 5
966 1837.26 701.59 5
966 1836.61 691.07 5
966 1828.92 691.48 5
966 1829.57 702 5
966 1837.26 701.59 5
967 1844.95 701.07 5
967 1844.3 690.55 5
967 1836.61 691.07 5
967 1837.26 701.59 5
967 1844.95 701.07 5
968 1834 689.25 5
968 1833.67 683.49 5
968 1827.02 683.88 5
968 1827.36 689.63 5
968 1834 689.25 5
969 1833.67 683.49 5
969 1834 689.25 5
969 1842.73 688.7 5
969 1842.4 682.95 5
969 1833.67 683.49 5
970 1826.46 691.65 5
970 1825.8 680.91 5
970 1820.87 681.25 5
970 1821.52 691.99 5
970 1826.46 691.65 5
971 1828.28 662.34 5
971 1822.57 662.03 5
971 1821.77 679.24 5
971 1827.48 679.54 5
971 1828.28 662.34 5
972 1842.05 680.52 5
972 1841.5 669.89 5
972 1834.66 670.16 5
972 1835.12 680.8 5
972 1842.05 680.52 5
973 1841.5 669.89 5
973 1842.05 680.52 5
973 1848.98 680.24 5
973 1848.52 669.6 5
973 1841.5 669.89 5
974 1862.68 676.8 5
974 1849.96 677.33 5
974 1850.2 683.42 5
974 1862.93 682.89 5
974 1862.68 676.8 5
975 1862.68 676.8 5
975 1862.45 671.48 5
975 1849.73 672.01 5
975 1849.96 677.33 5
975 1862.68 676.8 5
976 1825.81 696.1 5
976 1820.2 696.24 5
976 1820.4 707.65 5
976 1826 707.51 5
976 1825.81 696.1 5
977 1757.43 702.53 5
977 1749.07 702.85 5
977 1749.59 716.03 5
977 1757.95 715.71 5
977 1757.43 702.53 5
978 1767.93 715.58 5
978 1767.59 706.17 5
978 1758.48 706.5 5
978 1758.81 715.91 5
978 1767.93 715.58 5
979 1793.66 714.29 5
979 1793.16 701.89 5
979 1783.28 702.24 5
979 1783.78 714.64 5
979 1793.66 714.29 5
980 1791.7 700.81 5
980 1791.15 686.41 5
980 1782.03 686.75 5
980 1782.58 701.14 5
980 1791.7 700.81 5
981 1799.22 693.64 5
981 1798.96 686.89 5
981 1792.12 687.17 5
981 1792.38 693.92 5
981 1799.22 693.64 5
982 1801.66 684.83 5
982 1801.38 677.29 5
982 1790.93 677.66 5
